rule,depth,sex,fideid,peak_rating,age_first_at_peak,age_last_at_peak,months_in_top_n,age_at_window_start,peak_in_final_dataset_month,peak_in_own_last_active_month
fixed_100,100,M,13306553,2708,23,23,40,15,0,0
fixed_100,100,M,4118987,2707,40,40,101,38,0,0
fixed_100,100,M,702293,2707,41,41,93,39,0,0
fixed_100,100,M,1503707,2705,26,26,19,25,0,0
fixed_100,100,M,14200244,2704,36,37,129,36,0,0
fixed_100,100,M,2023970,2704,29,29,120,21,0,0
fixed_100,100,M,14508150,2703,29,29,100,25,0,0
fixed_100,100,M,13504398,2703,25,25,21,21,0,0
fixed_100,100,M,2285525,2703,25,25,93,20,0,0
fixed_100,100,M,2040506,2703,22,22,84,15,0,0
fixed_100,100,M,1610856,2703,29,29,80,27,0,0
fixed_100,100,M,14117908,2702,27,27,75,27,0,0
fixed_100,100,M,4115309,2702,41,41,56,41,0,0
fixed_100,100,M,5018471,2701,27,27,74,23,0,0
union_100,100,F,4196872,2434,23,23,29,23,0,0
union_100,100,F,14101513,2489,37,37,45,36,0,0
union_100,100,F,1197576,2393,19,19,3,12,0,0
union_100,100,F,25049615,2355,22,22,2,13,0,0
union_100,100,F,1122320,2449,30,30,103,28,0,0
union_100,100,F,2219026,2427,30,31,128,28,0,0
union_100,100,F,8610835,2381,24,24,10,15,0,0
union_100,100,F,2080788,2394,22,22,4,15,0,0
union_100,100,F,12400149,2474,36,36,123,35,0,0
union_100,100,F,12502014,2372,28,28,3,27,0,0
union_100,100,F,2924056,2362,20,20,4,10,0,0
union_100,100,F,8603162,2479,27,28,128,26,0,0
union_100,100,F,4100123,2403,22,22,106,19,0,0
union_100,100,F,14159899,2353,20,20,2,10,0,0
union_100,100,F,4500512,2421,25,25,52,16,0,0
union_100,100,F,8603642,2561,33,34,130,24,0,0
union_100,100,F,3824675,2349,18,18,2,8,0,0
union_100,100,F,1131044,2415,32,32,33,23,0,0
union_100,100,F,8618020,2452,15,15,31,5,0,0
union_100,100,F,24173606,2370,18,18,1,14,0,0
union_100,100,F,777765,2425,17,17,25,8,0,0
union_100,100,F,4641833,2513,33,33,130,30,0,0
union_100,100,F,24153648,2364,16,16,1,14,0,0
union_100,100,F,932400,2474,25,25,58,15,0,0
union_100,100,F,1154613,2429,23,23,56,15,0,0
union_100,100,F,403512,2449,38,38,70,37,0,0
union_100,100,F,2620472,2386,22,22,6,13,0,0
union_100,100,F,4134974,2489,30,30,19,30,0,0
union_100,100,F,32084030,2435,17,17,12,15,0,0
union_100,100,F,13600320,2432,40,40,33,40,0,0
union_100,100,F,8602689,2457,29,29,118,29,0,0
union_100,100,F,8600643,2374,37,37,10,37,0,0
union_100,100,F,14101572,2478,37,37,96,37,0,0
union_100,100,F,14204487,2373,23,23,4,15,0,0
union_100,100,F,13602888,2390,25,25,74,24,0,0
union_100,100,F,12401226,2395,36,37,77,28,0,0
union_100,100,F,14104652,2396,37,37,39,35,0,0
union_100,100,F,2915405,2372,20,20,1,14,0,0
union_100,100,F,25073230,2381,20,20,4,10,0,0
union_100,100,F,13403729,2483,22,22,106,15,0,0
union_100,100,F,30952530,2381,17,17,14,7,0,0
union_100,100,F,8603219,2378,26,26,13,26,0,0
union_100,100,F,13704788,2394,27,27,4,24,0,0
union_100,100,F,2810964,2470,27,27,61,20,0,0
union_100,100,F,24606812,2449,29,29,23,27,0,0
union_100,100,F,4133471,2475,29,30,10,29,0,1
union_100,100,F,13601377,2423,38,39,93,32,0,0
union_100,100,F,14111330,2587,27,27,130,25,0,0
union_100,100,F,14101602,2478,27,27,101,17,0,0
union_100,100,F,1058401,2421,17,17,42,9,0,0
union_100,100,F,30951011,2390,17,17,4,6,1,1
union_100,100,F,405094,2430,39,39,93,35,0,0
union_100,100,F,8602727,2491,28,28,2,28,0,1
union_100,100,F,4149351,2444,31,31,105,29,0,0
union_100,100,F,14123622,2437,22,22,92,19,0,0
union_100,100,F,14101610,2397,38,38,31,38,0,0
union_100,100,F,13603434,2372,27,27,11,23,0,0
union_100,100,F,12900460,2369,23,23,3,17,0,0
union_100,100,F,623725,2418,38,38,114,32,0,0
union_100,100,F,2012782,2477,32,32,130,32,0,0
union_100,100,F,13601903,2573,28,28,130,28,0,0
union_100,100,F,705136,2363,40,40,2,38,0,0
union_100,100,F,675946,2373,26,26,3,19,0,0
union_100,100,F,13729390,2443,19,19,12,8,1,1
union_100,100,F,2907763,2389,29,29,27,28,0,0
union_100,100,F,709751,2385,34,36,44,32,0,0
union_100,100,F,5012600,2425,29,29,43,28,0,0
union_100,100,F,5013623,2361,33,33,3,26,0,0
union_100,100,F,30941822,2415,17,17,38,6,1,1
union_100,100,F,35061887,2435,15,15,31,8,0,0
union_100,100,F,5016193,2428,29,29,31,26,0,0
union_100,100,F,7101570,2417,18,18,93,18,0,0
union_100,100,F,14900866,2391,38,38,16,38,0,0
union_100,100,F,717444,2383,36,36,60,31,0,0
union_100,100,F,4182146,2427,22,22,48,21,0,0
union_100,100,F,2078341,2379,16,16,5,13,0,0
union_100,100,F,14102145,2397,44,44,32,41,0,0
union_100,100,F,14113414,2345,36,36,2,27,0,0
union_100,100,F,8600201,2406,19,19,79,19,0,0
union_100,100,F,4198026,2505,29,29,130,22,0,0
union_100,100,F,13719688,2383,20,20,10,10,0,0
union_100,100,F,13602446,2456,28,28,104,28,0,0
union_100,100,F,4147855,2497,31,31,119,30,0,0
union_100,100,F,160911,2352,17,17,4,9,0,0
union_100,100,F,913553,2381,18,18,1,18,0,0
union_100,100,F,2837137,2362,17,17,2,8,0,0
union_100,100,F,13601431,2379,33,33,2,32,0,0
union_100,100,F,14109336,2563,33,33,130,26,0,0
union_100,100,F,13413015,2412,21,21,46,12,0,0
union_100,100,F,4166299,2418,34,35,88,26,0,0
union_100,100,F,5015197,2543,25,25,130,24,0,0
union_100,100,F,14100126,2442,23,23,78,21,0,0
union_100,100,F,13301918,2407,37,37,33,27,0,0
union_100,100,F,700070,2675,39,39,2,39,0,1
union_100,100,F,13602470,2370,31,31,1,30,0,0
union_100,100,F,4671660,2397,57,57,23,54,0,0
union_100,100,F,12401838,2425,25,25,21,22,0,0
union_100,100,F,13602993,2528,31,31,130,28,0,0
union_100,100,F,13601458,2497,32,32,130,31,0,0
union_100,100,F,1121979,2391,27,27,35,27,0,0
union_100,100,F,1106619,2485,39,39,130,37,0,0
union_100,100,F,14101181,2450,43,43,72,39,0,0
union_100,100,F,13505211,2408,20,20,45,20,0,0
union_100,100,F,1700030,2524,52,52,130,52,0,0
union_100,100,F,14110911,2472,32,32,130,30,0,0
union_100,100,F,322750,2379,26,26,10,25,0,0
union_100,100,F,13406396,2404,23,23,69,14,0,0
union_100,100,F,8601283,2533,30,30,104,30,0,0
union_100,100,F,34127035,2477,21,21,65,11,0,0
union_100,100,F,1108166,2409,34,34,96,34,0,0
union_100,100,F,13604040,2466,30,30,124,21,0,0
union_100,100,F,6302920,2370,28,28,24,26,0,0
union_100,100,F,24173770,2393,23,23,19,13,0,0
union_100,100,F,4127951,2379,34,34,1,34,0,0
union_100,100,F,8608466,2450,20,20,106,18,0,0
union_100,100,F,1150677,2380,23,23,8,14,0,0
union_100,100,F,13903063,2453,27,27,129,22,0,0
union_100,100,F,54180058,2440,17,17,16,6,1,1
union_100,100,F,4116704,2467,42,42,88,41,0,0
union_100,100,F,24633569,2370,21,21,2,19,0,0
union_100,100,F,13308130,2405,19,19,77,14,0,0
union_100,100,F,739049,2378,24,24,4,22,0,0
union_100,100,F,14203626,2446,20,20,65,16,0,0
union_100,100,F,12801259,2542,34,35,52,32,0,0
union_100,100,F,2090732,2486,23,23,81,12,0,0
union_100,100,F,29941482,2347,14,14,1,3,0,0
union_100,100,F,24171760,2516,20,21,119,14,0,0
union_100,100,F,2902257,2533,38,38,130,36,0,0
union_100,100,F,1004786,2386,49,49,53,47,0,0
union_100,100,F,14114550,2563,24,27,130,23,0,0
union_100,100,F,4181751,2479,24,24,109,23,0,0
union_100,100,F,5008123,2589,28,28,111,28,0,0
union_100,100,F,3506940,2415,30,30,69,27,0,0
union_100,100,F,1106686,2406,37,37,35,37,0,0
union_100,100,F,4000510,2375,51,51,11,50,0,0
union_100,100,F,4623614,2366,46,46,2,44,0,0
union_100,100,F,12528897,2373,22,22,13,15,0,0
union_100,100,F,45075204,2444,17,18,17,9,0,0
union_100,100,F,908550,2406,44,45,62,44,0,0
union_100,100,F,13602055,2368,31,32,5,30,0,0
union_100,100,F,1201930,2434,37,37,91,37,0,0
union_100,100,F,2053900,2392,18,18,64,13,0,0
union_100,100,F,4119827,2380,51,53,36,46,0,1
union_100,100,F,14126869,2377,19,19,2,15,0,0
union_100,100,F,25050389,2435,21,21,53,13,0,0
union_100,100,F,1607456,2442,33,34,9,33,0,1
union_100,100,F,14112035,2367,34,34,1,31,0,0
union_100,100,F,13603620,2374,25,26,21,22,0,0
union_100,100,F,4162340,2376,33,33,4,29,0,0
union_100,100,F,13509926,2453,19,20,102,13,0,0
union_100,100,F,12802859,2470,29,29,125,26,0,0
union_100,100,F,4120876,2426,36,36,70,36,0,0
union_100,100,F,13730096,2344,16,16,3,6,0,0
union_100,100,F,937266,2388,27,27,10,23,0,0
union_100,100,F,54113075,2350,20,20,1,10,0,0
union_100,100,F,109878,2392,32,32,31,30,0,0
union_100,100,F,4690745,2366,32,32,2,25,0,0
union_100,100,F,8602425,2381,34,34,12,30,0,0
union_100,100,F,8608059,2579,23,24,95,13,0,0
union_100,100,F,14210363,2358,20,20,1,9,1,1
union_100,100,F,822590,2400,25,25,46,21,0,0
union_100,100,F,14609215,2407,22,22,20,16,0,0
union_100,100,F,5004098,2393,37,38,20,36,0,0
union_100,100,F,2915138,2449,21,21,88,12,0,0
union_100,100,F,13402951,2364,23,23,1,22,0,0
union_100,100,F,505161,2367,16,16,1,15,0,0
union_100,100,F,3801934,2435,23,23,121,22,0,0
union_100,100,F,13600079,2462,60,61,12,53,0,1
union_100,100,F,13602640,2521,27,27,128,27,0,0
union_100,100,F,25978985,2353,14,14,3,4,0,0
union_100,100,F,750930,2389,15,15,7,14,0,0
union_100,100,F,8615250,2366,24,24,8,13,1,1
union_100,100,F,8600406,2389,49,50,37,41,0,0
union_100,100,F,14117479,2359,32,32,6,21,0,0
union_100,100,F,8602972,2439,24,28,112,24,0,0
union_100,100,F,617822,2496,29,29,130,29,0,0
union_100,100,F,4132190,2431,36,36,64,33,0,0
union_100,100,F,8614750,2387,18,19,27,11,0,0
union_100,100,F,12505951,2376,31,31,6,22,0,0
union_100,100,F,8604002,2447,21,21,124,20,0,0
union_100,100,F,8602980,2683,21,21,130,21,0,0
union_100,100,F,24670057,2376,22,22,16,20,0,0
union_100,100,F,12500330,2405,18,18,13,17,0,0
union_100,100,F,13310828,2381,19,19,18,11,0,0
union_100,100,F,13900145,2461,40,40,130,39,0,0
union_100,100,F,13403508,2401,26,26,67,24,0,0
union_100,100,F,7111541,2352,18,18,2,9,0,0
union_100,100,F,13703544,2507,21,21,112,15,0,0
union_100,100,F,1122681,2431,32,32,118,28,0,0
union_100,100,F,13300601,2451,33,33,129,33,0,0
union_100,100,F,4264312,2479,25,26,105,15,0,0
union_100,100,F,5019516,2429,27,27,65,23,0,0
union_100,100,F,4128125,2561,34,34,130,31,0,0
union_100,100,F,8603006,2604,26,26,130,24,0,0
union_100,100,F,24157570,2468,24,24,45,16,0,0
union_100,100,F,1210246,2379,30,30,5,30,0,0
union_100,100,F,6302599,2364,26,26,2,24,0,0
union_100,100,F,639370,2430,31,31,89,27,0,0
union_100,100,F,14117258,2388,28,28,3,26,0,0
union_100,100,F,14210444,2423,17,17,14,6,1,1
union_100,100,F,4130189,2468,35,35,130,33,0,0
union_100,100,F,3600270,2369,39,41,21,38,0,0
union_100,100,F,13600656,2374,39,39,7,38,0,0
union_100,100,F,1159569,2399,22,22,10,15,0,0
union_100,100,F,4167570,2548,26,26,130,26,0,0
union_100,100,F,8620946,2363,15,15,4,6,0,0
union_100,100,F,4900758,2448,28,28,118,28,0,0
union_100,100,F,13708694,2516,22,22,101,11,1,1
union_100,100,F,8614300,2454,20,21,34,10,0,0
union_100,100,F,45100446,2374,18,18,3,8,0,0
union_100,100,F,4147103,2611,23,23,130,17,0,0
union_100,100,F,13712799,2379,20,20,7,9,0,0
union_100,100,F,13712802,2427,17,17,43,10,0,0
union_100,100,F,8604070,2426,24,26,46,20,0,1
union_100,100,F,4195752,2505,26,26,122,24,0,0
union_100,100,F,13600168,2386,51,51,47,47,0,0
union_100,100,F,1051563,2367,18,18,3,8,0,0
union_100,100,F,13403052,2450,30,30,59,19,1,1
union_100,100,F,5091756,2506,23,23,81,14,0,0
union_100,100,F,4900782,2490,16,16,96,15,0,0
union_100,100,F,5029295,2444,21,21,93,21,0,0
union_100,100,F,4902831,2350,20,20,6,10,0,0
union_100,100,F,13401521,2367,35,35,2,32,0,0
union_100,100,F,14199220,2354,18,18,2,8,0,0
union_100,100,F,4180917,2398,25,25,20,25,0,0
union_100,100,F,723894,2372,37,37,10,36,0,0
union_100,100,F,497592,2366,11,11,1,0,1,1
union_100,100,F,30929849,2375,16,16,2,5,0,0
union_100,100,F,8605114,2569,28,29,130,18,0,0
union_100,100,F,4129725,2475,43,44,119,43,0,0
union_100,100,F,14102463,2420,42,44,46,37,0,1
union_100,100,F,35006916,2510,21,21,44,10,1,1
union_100,100,F,1017292,2391,23,23,8,22,0,0
union_100,100,F,12401102,2410,30,31,17,28,0,0
union_100,100,F,8606161,2394,27,27,25,19,0,0
union_100,100,F,11601876,2358,29,30,1,27,0,0
union_100,100,F,12512214,2494,23,24,130,18,0,0
union_100,100,F,24174041,2411,19,19,60,13,0,0
union_100,100,F,5050847,2380,26,29,33,19,0,0
union_100,100,F,8600546,2424,41,41,35,39,0,0
union_100,100,F,4127714,2387,41,42,24,41,0,0
union_100,100,F,5007844,2431,30,30,120,29,0,0
union_100,100,F,4900839,2412,30,30,40,29,0,0
union_100,100,F,7101937,2432,24,24,101,23,0,0
union_100,100,F,13300210,2474,37,37,130,37,0,0
union_100,100,F,4164083,2391,29,29,36,28,0,0
union_100,100,F,4131827,2383,35,35,38,33,0,0
union_100,100,F,1212915,2369,28,28,3,26,0,0
union_100,100,F,4901878,2386,17,17,4,13,0,0
union_100,100,F,42529271,2342,15,16,2,5,1,1
union_100,100,F,13700090,2519,24,24,112,19,0,0
union_100,100,F,4139518,2393,46,46,11,46,0,0
fixed_100,100,F,8602980,2683,21,21,130,21,0,0
fixed_100,100,F,700070,2675,39,39,2,39,0,1
fixed_100,100,F,4147103,2611,23,23,130,17,0,0
fixed_100,100,F,8603006,2604,26,26,130,24,0,0
fixed_100,100,F,5008123,2589,28,28,111,28,0,0
fixed_100,100,F,14111330,2587,27,27,130,25,0,0
fixed_100,100,F,8608059,2579,23,24,95,13,0,0
fixed_100,100,F,13601903,2573,28,28,130,28,0,0
fixed_100,100,F,8605114,2569,28,29,130,18,0,0
fixed_100,100,F,14114550,2563,24,27,130,23,0,0
fixed_100,100,F,14109336,2563,33,33,130,26,0,0
fixed_100,100,F,8603642,2561,33,34,130,24,0,0
fixed_100,100,F,4128125,2561,34,34,130,31,0,0
fixed_100,100,F,4167570,2548,26,26,130,26,0,0
fixed_100,100,F,5015197,2543,25,25,130,24,0,0
fixed_100,100,F,12801259,2542,34,35,52,32,0,0
fixed_100,100,F,8601283,2533,30,30,104,30,0,0
fixed_100,100,F,2902257,2533,38,38,130,36,0,0
fixed_100,100,F,13602993,2528,31,31,130,28,0,0
fixed_100,100,F,1700030,2524,52,52,130,52,0,0
fixed_100,100,F,13602640,2521,27,27,128,27,0,0
fixed_100,100,F,13700090,2519,24,24,112,19,0,0
fixed_100,100,F,24171760,2516,20,21,119,14,0,0
fixed_100,100,F,13708694,2516,22,22,101,11,1,1
fixed_100,100,F,4641833,2513,33,33,130,30,0,0
fixed_100,100,F,35006916,2510,21,21,44,10,1,1
fixed_100,100,F,13703544,2507,21,21,112,15,0,0
fixed_100,100,F,5091756,2506,23,23,81,14,0,0
fixed_100,100,F,4198026,2505,29,29,130,22,0,0
fixed_100,100,F,4195752,2505,26,26,122,24,0,0
fixed_100,100,F,13601458,2497,32,32,130,31,0,0
fixed_100,100,F,4147855,2497,31,31,119,30,0,0
fixed_100,100,F,617822,2496,29,29,130,29,0,0
fixed_100,100,F,12512214,2494,23,24,130,18,0,0
fixed_100,100,F,8602727,2491,28,28,2,28,0,1
fixed_100,100,F,4900782,2490,16,16,96,15,0,0
fixed_100,100,F,14101513,2489,37,37,45,36,0,0
fixed_100,100,F,4134974,2489,30,30,19,30,0,0
fixed_100,100,F,2090732,2486,23,23,81,12,0,0
fixed_100,100,F,1106619,2485,39,39,130,37,0,0
fixed_100,100,F,13403729,2483,22,22,106,15,0,0
fixed_100,100,F,8603162,2479,27,28,128,26,0,0
fixed_100,100,F,4264312,2479,25,26,105,15,0,0
fixed_100,100,F,4181751,2479,24,24,109,23,0,0
fixed_100,100,F,14101602,2478,27,27,101,17,0,0
fixed_100,100,F,14101572,2478,37,37,96,37,0,0
fixed_100,100,F,34127035,2477,21,21,65,11,0,0
fixed_100,100,F,2012782,2477,32,32,130,32,0,0
fixed_100,100,F,4133471,2475,29,30,10,29,0,1
fixed_100,100,F,4129725,2475,43,44,119,43,0,0
fixed_100,100,F,13300210,2474,37,37,130,37,0,0
fixed_100,100,F,12400149,2474,36,36,123,35,0,0
fixed_100,100,F,932400,2474,25,25,58,15,0,0
fixed_100,100,F,14110911,2472,32,32,130,30,0,0
fixed_100,100,F,12802859,2470,29,29,125,26,0,0
fixed_100,100,F,2810964,2470,27,27,61,20,0,0
fixed_100,100,F,24157570,2468,24,24,45,16,0,0
fixed_100,100,F,4130189,2468,35,35,130,33,0,0
fixed_100,100,F,4116704,2467,42,42,88,41,0,0
fixed_100,100,F,13604040,2466,30,30,124,21,0,0
fixed_100,100,F,13600079,2462,60,61,12,53,0,1
fixed_100,100,F,13900145,2461,40,40,130,39,0,0
fixed_100,100,F,8602689,2457,29,29,118,29,0,0
fixed_100,100,F,13602446,2456,28,28,104,28,0,0
fixed_100,100,F,8614300,2454,20,21,34,10,0,0
fixed_100,100,F,13903063,2453,27,27,129,22,0,0
fixed_100,100,F,13509926,2453,19,20,102,13,0,0
fixed_100,100,F,8618020,2452,15,15,31,5,0,0
fixed_100,100,F,13300601,2451,33,33,129,33,0,0
fixed_100,100,F,14101181,2450,43,43,72,39,0,0
fixed_100,100,F,13403052,2450,30,30,59,19,1,1
fixed_100,100,F,8608466,2450,20,20,106,18,0,0
fixed_100,100,F,24606812,2449,29,29,23,27,0,0
fixed_100,100,F,2915138,2449,21,21,88,12,0,0
fixed_100,100,F,1122320,2449,30,30,103,28,0,0
fixed_100,100,F,403512,2449,38,38,70,37,0,0
fixed_100,100,F,4900758,2448,28,28,118,28,0,0
fixed_100,100,F,8604002,2447,21,21,124,20,0,0
fixed_100,100,F,14203626,2446,20,20,65,16,0,0
fixed_100,100,F,45075204,2444,17,18,17,9,0,0
fixed_100,100,F,5029295,2444,21,21,93,21,0,0
fixed_100,100,F,4149351,2444,31,31,105,29,0,0
fixed_100,100,F,13729390,2443,19,19,12,8,1,1
fixed_100,100,F,14100126,2442,23,23,78,21,0,0
fixed_100,100,F,1607456,2442,33,34,9,33,0,1
fixed_100,100,F,54180058,2440,17,17,16,6,1,1
fixed_100,100,F,8602972,2439,24,28,112,24,0,0
fixed_100,100,F,14123622,2437,22,22,92,19,0,0
fixed_100,100,F,35061887,2435,15,15,31,8,0,0
fixed_100,100,F,32084030,2435,17,17,12,15,0,0
fixed_100,100,F,25050389,2435,21,21,53,13,0,0
fixed_100,100,F,3801934,2435,23,23,121,22,0,0
fixed_100,100,F,4196872,2434,23,23,29,23,0,0
fixed_100,100,F,1201930,2434,37,37,91,37,0,0
fixed_100,100,F,13600320,2432,40,40,33,40,0,0
fixed_100,100,F,7101937,2432,24,24,101,23,0,0
fixed_100,100,F,5007844,2431,30,30,120,29,0,0
fixed_100,100,F,4132190,2431,36,36,64,33,0,0
fixed_100,100,F,1122681,2431,32,32,118,28,0,0
fixed_100,100,F,639370,2430,31,31,89,27,0,0
